自治区科技厅,http://www.xjkjt.gov.cn/
自治区发展和改革委员会,http://www.xjdrc.gov.cn/
自治区经济和信息化委员会,http://www.xjeic.gov.cn/
自治区教育厅,http://www.xjedu.gov.cn/
自治区民族事务委员会（宗教事务局）,http://www.xjmzw.gov.cn/
自治区民族语言文字工作委员会,http://www.xjyw.gov.cn/
自治区公安厅,http://www.xjgat.gov.cn/
自治区监察厅,http://www.xjjw.gov.cn/
自治区民政厅,http://www.xjmca.gov.cn/
自治区司法厅,http://www.xjsft.gov.cn/
自治区财政厅,http://www.xjcz.gov.cn/1
自治区人力资源和社会保障厅,http://www.xjrs.gov.cn/
自治区国土资源厅,http://www.xjgtzy.gov.cn/
自治区环境保护厅,http://www.xjepb.gov.cn/
自治区住房和城乡建设厅,http://www.xjjs.gov.cn/html/index.html
自治区交通厅,http://www.xjjt.gov.cn/
自治区水利厅,http://www.xjslt.gov.cn/
自治区农业厅,http://www.xj-agri.gov.cn/
自治区林业厅,http://www.xjlyt.gov.cn/
自治区畜牧厅,http://www.xjxmt.gov.cn/
自治区商务厅,http://www.xjftec.gov.cn/index.html
自治区文化厅,http://www.xjwh.gov.cn/
自治区卫生和计划生育委员会,http://www.xjhfpc.gov.cn/
自治区外事办公室（侨办）,http://wqb.xinjiang.gov.cn/
自治区审计厅,http://www.xjsj.gov.cn/
自治区国有资产监督管理委员会(特设机构),http://www.xjgzw.gov.cn/
