省发展和改革委员会,http://www.qhfgw.gov.cn/
省经济和信息化委员会,http://www.qhec.gov.cn/
省教育厅,http://www.qhjyt.gov.cn/
省科学技术厅,http://www.qhkj.gov.cn/
省民族宗教事务委员会,http://www.qhsmzw.gov.cn/
省公安厅,http://www.qhga.gov.cn/
省监察厅,http://www.qhjc.gov.cn/
省民政厅,http://www.qhmz.gov.cn/
省司法厅,http://www.qhsf.gov.cn/
省财政厅,http://www.qhcz.gov.cn/
省人力资源和社会保障厅,http://www.qhhrss.gov.cn/
省国土资源厅,http://www.qhlr.gov.cn/
省环境保护厅,http://www.qhepb.gov.cn/
省住房和城乡建设厅,http://www.qhcin.gov.cn/
省交通运输厅,http://www.qhjt.gov.cn/
省水利厅,http://www.qhsl.gov.cn/
省农牧厅,http://www.qhagri.gov.cn/
省林业厅,http://www.qhlyt.gov.cn/
省商务厅,http://www.qhcom.gov.cn/
省文化和新闻出版厅,http://www.qhwh.gov.cn/
省卫生和计划生育委员会,http://www.qhwst.gov.cn/
省审计厅,http://www.qhaudit.gov.cn/
省旅游发展委员会,http://www.qhly.gov.cn/
