省政府办公厅,http://www.hebei.gov.cn/
省发展和改革委员会,http://www.hbdrc.gov.cn
省教育厅,http://www.hee.gov.cn/
省科学技术厅,http://www.hebstd.gov.cn
省工业和信息化厅,http://www.ii.gov.cn
省民族宗教事务厅,http://www.hebmzt.gov.cn/
省公安厅,http://www.hebga.gov.cn
省监察厅,http://www.hebcdi.gov.cn/
省民政厅,http://www.hebmz.gov.cn/
省司法厅,http://www.hbfz.gov.cn/
省财政厅,http://www.hebcz.gov.cn/
省人力资源和社会保障厅,http://www.hbrsw.gov.cn/index.html
省国土资源厅,http://www.hebgt.gov.cn
省环境保护厅,http://www.hb12369.net
省住房和城乡建设厅,http://www.hebjs.gov.cn
省交通运输厅,http://www.hbsjtt.gov.cn/
省水利厅,http://www.hebwater.gov.cn
省农业厅,http://www.heagri.gov.cn
省林业厅,http://www.hebly.gov.cn/
省商务厅,http://www.hecom.gov.cn/
省文化厅,http://www.hebwh.gov.cn/
省卫生和计划生育委员会,http://www.hebwst.gov.cn/index.do?templet=index
省人民政府外事办公室,http://www.hebwb.gov.cn/index.jsp
省审计厅,http://www.hebaudit.gov.cn/
省国有资产监督管理委员会,http://www.hbsa.gov.cn/
